표준산업분류,대분류,중분류,소분류,세분류,세세분류
65139,금융 및 보험업,보험 및 연금업,보험업,사회보장보험업,산업 재해 및 기타 사회보장보험업
65301,금융 및 보험업,보험 및 연금업,연금 및 공제업,연금 및 공제업,개인 공제업
65302,금융 및 보험업,보험 및 연금업,연금 및 공제업,연금 및 공제업,사업 공제업
65303,금융 및 보험업,보험 및 연금업,연금 및 공제업,연금 및 공제업,연금업
66199,금융 및 보험업,금융 및 보험관련 서비스업,금융 지원 서비스업,기타 금융 지원 서비스업,그 외 기타 금융 지원 서비스업
66121,금융 및 보험업,금융 및 보험관련 서비스업,금융 지원 서비스업,증권 및 선물 중개업,증권 중개업
66122,금융 및 보험업,금융 및 보험관련 서비스업,금융 지원 서비스업,증권 및 선물 중개업,선물 중개업
66110,금융 및 보험업,금융 및 보험관련 서비스업,금융 지원 서비스업,금융시장 관리업,금융시장 관리업
66191,금융 및 보험업,금융 및 보험관련 서비스업,금융 지원 서비스업,기타 금융 지원 서비스업,"증권 발행, 관리, 보관 및 거래 지원 서비스업"
66192,금융 및 보험업,금융 및 보험관련 서비스업,금융 지원 서비스업,기타 금융 지원 서비스업,투자 자문업 및 투자 일임업
66202,금융 및 보험업,금융 및 보험관련 서비스업,보험 및 연금관련 서비스업,보험 및 연금관련 서비스업,보험 대리 및 중개업
66209,금융 및 보험업,금융 및 보험관련 서비스업,보험 및 연금관련 서비스업,보험 및 연금관련 서비스업,기타 보험 및 연금관련 서비스업
66201,금융 및 보험업,금융 및 보험관련 서비스업,보험 및 연금관련 서비스업,보험 및 연금관련 서비스업,손해 사정업
68111,부동산업,부동산업,부동산 임대 및 공급업,부동산 임대업,주거용 건물 임대업
68112,부동산업,부동산업,부동산 임대 및 공급업,부동산 임대업,비주거용 건물 임대업
68119,부동산업,부동산업,부동산 임대 및 공급업,부동산 임대업,기타 부동산 임대업
68221,부동산업,부동산업,부동산관련 서비스업,"부동산 중개, 자문 및 감정 평가업",부동산 중개 및 대리업
68223,부동산업,부동산업,부동산관련 서비스업,"부동산 중개, 자문 및 감정 평가업",부동산 감정 평가업
68212,부동산업,부동산업,부동산관련 서비스업,부동산 관리업,비주거용 부동산 관리업
68222,부동산업,부동산업,부동산관련 서비스업,"부동산 중개, 자문 및 감정 평가업",부동산 투자 자문업
68211,부동산업,부동산업,부동산관련 서비스업,부동산 관리업,주거용 부동산 관리업
68122,부동산업,부동산업,부동산 임대 및 공급업,부동산 개발 및 공급업,비주거용 건물 개발 및 공급업
68129,부동산업,부동산업,부동산 임대 및 공급업,부동산 개발 및 공급업,기타 부동산 개발 및 공급업
70209,"전문, 과학 및 기술 서비스업",연구개발업,인문 및 사회과학 연구개발업,인문 및 사회과학 연구개발업,기타 인문 및 사회과학 연구개발업
70111,"전문, 과학 및 기술 서비스업",연구개발업,자연과학 및 공학 연구개발업,자연과학 연구개발업,"물리, 화학 및 생물학 연구개발업"
70112,"전문, 과학 및 기술 서비스업",연구개발업,자연과학 및 공학 연구개발업,자연과학 연구개발업,농림수산학 및 수의학 연구개발업
70113,"전문, 과학 및 기술 서비스업",연구개발업,자연과학 및 공학 연구개발업,자연과학 연구개발업,의학 및 약학 연구개발업
70119,"전문, 과학 및 기술 서비스업",연구개발업,자연과학 및 공학 연구개발업,자연과학 연구개발업,기타 자연과학 연구개발업
70121,"전문, 과학 및 기술 서비스업",연구개발업,자연과학 및 공학 연구개발업,공학 연구개발업,전기ㆍ전자공학 연구개발업
70129,"전문, 과학 및 기술 서비스업",연구개발업,자연과학 및 공학 연구개발업,공학 연구개발업,기타 공학 연구개발업
70130,"전문, 과학 및 기술 서비스업",연구개발업,자연과학 및 공학 연구개발업,자연과학 및 공학 융합 연구개발업,자연과학 및 공학 융합 연구개발업
70201,"전문, 과학 및 기술 서비스업",연구개발업,인문 및 사회과학 연구개발업,인문 및 사회과학 연구개발업,경제 및 경영학 연구개발업
71101,"전문, 과학 및 기술 서비스업",전문 서비스업,법무관련 서비스업,법무관련 서비스업,변호사업
71102,"전문, 과학 및 기술 서비스업",전문 서비스업,법무관련 서비스업,법무관련 서비스업,변리사업
71109,"전문, 과학 및 기술 서비스업",전문 서비스업,법무관련 서비스업,법무관련 서비스업,기타 법무관련 서비스업
71103,"전문, 과학 및 기술 서비스업",전문 서비스업,법무관련 서비스업,법무관련 서비스업,법무사업
71202,"전문, 과학 및 기술 서비스업",전문 서비스업,회계 및 세무관련 서비스업,회계 및 세무관련 서비스업,세무사업
71201,"전문, 과학 및 기술 서비스업",전문 서비스업,회계 및 세무관련 서비스업,회계 및 세무관련 서비스업,공인회계사업
71209,"전문, 과학 및 기술 서비스업",전문 서비스업,회계 및 세무관련 서비스업,회계 및 세무관련 서비스업,기타 회계 관련 서비스업
71400,"전문, 과학 및 기술 서비스업",전문 서비스업,시장 조사 및 여론 조사업,시장 조사 및 여론 조사업,시장 조사 및 여론 조사업
71531,"전문, 과학 및 기술 서비스업",전문 서비스업,회사본부 및 경영 컨설팅 서비스업,경영 컨설팅 및 공공 관계 서비스업,경영 컨설팅업
71532,"전문, 과학 및 기술 서비스업",전문 서비스업,회사본부 및 경영 컨설팅 서비스업,경영 컨설팅 및 공공 관계 서비스업,공공관계 서비스업
72921,"전문, 과학 및 기술 서비스업","건축 기술, 엔지니어링 및 기타 과학기술 서비스업",기타 과학기술 서비스업,"측량, 지질 조사 및 지도 제작업",측량업
72924,"전문, 과학 및 기술 서비스업","건축 기술, 엔지니어링 및 기타 과학기술 서비스업",기타 과학기술 서비스업,"측량, 지질 조사 및 지도 제작업",지도 제작업
72111,"전문, 과학 및 기술 서비스업","건축 기술, 엔지니어링 및 기타 과학기술 서비스업","건축 기술, 엔지니어링 및 관련 기술 서비스업",건축 및 조경 설계 서비스업,건축 설계 및 관련 서비스업
72129,"전문, 과학 및 기술 서비스업","건축 기술, 엔지니어링 및 기타 과학기술 서비스업","건축 기술, 엔지니어링 및 관련 기술 서비스업",엔지니어링 서비스업,기타 엔지니어링 서비스업
72121,"전문, 과학 및 기술 서비스업","건축 기술, 엔지니어링 및 기타 과학기술 서비스업","건축 기술, 엔지니어링 및 관련 기술 서비스업",엔지니어링 서비스업,건물 및 토목 엔지니어링 서비스업
72112,"전문, 과학 및 기술 서비스업","건축 기술, 엔지니어링 및 기타 과학기술 서비스업","건축 기술, 엔지니어링 및 관련 기술 서비스업",건축 및 조경 설계 서비스업,도시 계획 및 조경 설계 서비스업
72922,"전문, 과학 및 기술 서비스업","건축 기술, 엔지니어링 및 기타 과학기술 서비스업",기타 과학기술 서비스업,"측량, 지질 조사 및 지도 제작업",제도업
72122,"전문, 과학 및 기술 서비스업","건축 기술, 엔지니어링 및 기타 과학기술 서비스업","건축 기술, 엔지니어링 및 관련 기술 서비스업",엔지니어링 서비스업,환경 관련 엔지니어링 서비스업
72923,"전문, 과학 및 기술 서비스업","건축 기술, 엔지니어링 및 기타 과학기술 서비스업",기타 과학기술 서비스업,"측량, 지질 조사 및 지도 제작업",지질 조사 및 탐사업
72919,"전문, 과학 및 기술 서비스업","건축 기술, 엔지니어링 및 기타 과학기술 서비스업",기타 과학기술 서비스업,"기술 시험, 검사 및 분석업","기타 기술 시험, 검사 및 분석업"
72911,"전문, 과학 및 기술 서비스업","건축 기술, 엔지니어링 및 기타 과학기술 서비스업",기타 과학기술 서비스업,"기술 시험, 검사 및 분석업",물질 성분 검사 및 분석업
71391,"전문, 과학 및 기술 서비스업",전문 서비스업,광고업,기타 광고업,옥외 및 전시 광고업
71310,"전문, 과학 및 기술 서비스업",전문 서비스업,광고업,광고 대행업,광고 대행업
71392,"전문, 과학 및 기술 서비스업",전문 서비스업,광고업,기타 광고업,광고 매체 판매업
71393,"전문, 과학 및 기술 서비스업",전문 서비스업,광고업,기타 광고업,"광고물 문안, 도안, 설계 등 작성업"
71399,"전문, 과학 및 기술 서비스업",전문 서비스업,광고업,기타 광고업,그 외 기타 광고 관련 서비스업
73301,"전문, 과학 및 기술 서비스업","기타 전문, 과학 및 기술 서비스업",사진 촬영 및 처리업,사진 촬영 및 처리업,인물 사진 및 행사용 영상 촬영업
73302,"전문, 과학 및 기술 서비스업","기타 전문, 과학 및 기술 서비스업",사진 촬영 및 처리업,사진 촬영 및 처리업,상업용 사진 촬영업
73303,"전문, 과학 및 기술 서비스업","기타 전문, 과학 및 기술 서비스업",사진 촬영 및 처리업,사진 촬영 및 처리업,사진 처리업
73902,"전문, 과학 및 기술 서비스업","기타 전문, 과학 및 기술 서비스업","그 외 기타 전문, 과학 및 기술 서비스업","그 외 기타 전문, 과학 및 기술 서비스업",번역 및 통역 서비스업
73903,"전문, 과학 및 기술 서비스업","기타 전문, 과학 및 기술 서비스업","그 외 기타 전문, 과학 및 기술 서비스업","그 외 기타 전문, 과학 및 기술 서비스업",사업 및 무형 재산권 중개업
73203,"전문, 과학 및 기술 서비스업","기타 전문, 과학 및 기술 서비스업",전문 디자인업,전문 디자인업,시각 디자인업
73901,"전문, 과학 및 기술 서비스업","기타 전문, 과학 및 기술 서비스업","그 외 기타 전문, 과학 및 기술 서비스업","그 외 기타 전문, 과학 및 기술 서비스업",매니저업
73904,"전문, 과학 및 기술 서비스업","기타 전문, 과학 및 기술 서비스업","그 외 기타 전문, 과학 및 기술 서비스업","그 외 기타 전문, 과학 및 기술 서비스업","물품 감정, 계량 및 견본 추출업"
73201,"전문, 과학 및 기술 서비스업","기타 전문, 과학 및 기술 서비스업",전문 디자인업,전문 디자인업,인테리어 디자인업
73202,"전문, 과학 및 기술 서비스업","기타 전문, 과학 및 기술 서비스업",전문 디자인업,전문 디자인업,제품 디자인업
73209,"전문, 과학 및 기술 서비스업","기타 전문, 과학 및 기술 서비스업",전문 디자인업,전문 디자인업,"패션, 섬유류 및 기타 전문 디자인업"
73909,"전문, 과학 및 기술 서비스업","기타 전문, 과학 및 기술 서비스업","그 외 기타 전문, 과학 및 기술 서비스업","그 외 기타 전문, 과학 및 기술 서비스업","그 외 기타 분류 안된 전문, 과학 및 기술 서비스업"
71600,"전문, 과학 및 기술 서비스업",전문 서비스업,기타 전문 서비스업,기타 전문 서비스업,기타 전문 서비스업
73100,"전문, 과학 및 기술 서비스업","기타 전문, 과학 및 기술 서비스업",수의업,수의업,수의업
76400,"사업시설 관리, 사업 지원 및 임대 서비스업",임대업, 부동산 제외,무형 재산권 임대업,무형 재산권 임대업
75290,"사업시설 관리, 사업 지원 및 임대 서비스업",사업 지원 서비스업,여행사 및 기타 여행 보조 서비스업,기타 여행 보조 및 예약 서비스업,기타 여행 보조 및 예약 서비스업
76110,"사업시설 관리, 사업 지원 및 임대 서비스업",임대업, 부동산 제외,운송장비 임대업,자동차 임대업
75210,"사업시설 관리, 사업 지원 및 임대 서비스업",사업 지원 서비스업,여행사 및 기타 여행 보조 서비스업,여행사업,여행사업
75999,"사업시설 관리, 사업 지원 및 임대 서비스업",사업 지원 서비스업,기타 사업 지원 서비스업,그 외 기타 사업 지원 서비스업,그 외 기타 분류 안된 사업 지원 서비스업
76390,"사업시설 관리, 사업 지원 및 임대 서비스업",임대업, 부동산 제외,산업용 기계 및 장비 임대업,기타 산업용 기계 및 장비 임대업
76190,"사업시설 관리, 사업 지원 및 임대 서비스업",임대업, 부동산 제외,운송장비 임대업,기타 운송장비 임대업
76310,"사업시설 관리, 사업 지원 및 임대 서비스업",임대업, 부동산 제외,산업용 기계 및 장비 임대업,건설 및 토목공사용 기계ㆍ장비 임대업
76320,"사업시설 관리, 사업 지원 및 임대 서비스업",임대업, 부동산 제외,산업용 기계 및 장비 임대업,컴퓨터 및 사무용 기계ㆍ장비 임대업
76299,"사업시설 관리, 사업 지원 및 임대 서비스업",임대업, 부동산 제외,개인 및 가정용품 임대업,기타 개인 및 가정용품 임대업
76210,"사업시설 관리, 사업 지원 및 임대 서비스업",임대업, 부동산 제외,개인 및 가정용품 임대업,스포츠 및 레크리에이션 용품 임대업
76220,"사업시설 관리, 사업 지원 및 임대 서비스업",임대업, 부동산 제외,개인 및 가정용품 임대업,음반 및 비디오물 임대업
76291,"사업시설 관리, 사업 지원 및 임대 서비스업",임대업, 부동산 제외,개인 및 가정용품 임대업,기타 개인 및 가정용품 임대업
76292,"사업시설 관리, 사업 지원 및 임대 서비스업",임대업, 부동산 제외,개인 및 가정용품 임대업,기타 개인 및 가정용품 임대업
75110,"사업시설 관리, 사업 지원 및 임대 서비스업",사업 지원 서비스업,고용 알선 및 인력 공급업,고용 알선업,고용 알선업
75121,"사업시설 관리, 사업 지원 및 임대 서비스업",사업 지원 서비스업,고용 알선 및 인력 공급업,인력 공급업,임시 및 일용 인력 공급업
75122,"사업시설 관리, 사업 지원 및 임대 서비스업",사업 지원 서비스업,고용 알선 및 인력 공급업,인력 공급업,상용 인력 공급 및 인사관리 서비스업
75310,"사업시설 관리, 사업 지원 및 임대 서비스업",사업 지원 서비스업,"경비, 경호 및 탐정업",경비 및 경호 서비스업,경비 및 경호 서비스업
75320,"사업시설 관리, 사업 지원 및 임대 서비스업",사업 지원 서비스업,"경비, 경호 및 탐정업",보안 시스템 서비스업,보안 시스템 서비스업
74211,"사업시설 관리, 사업 지원 및 임대 서비스업",사업시설 관리 및 조경 서비스업,건물ㆍ산업설비 청소 및 방제 서비스업,건물 및 산업설비 청소업,건축물 일반 청소업
74220,"사업시설 관리, 사업 지원 및 임대 서비스업",사업시설 관리 및 조경 서비스업,건물ㆍ산업설비 청소 및 방제 서비스업,"소독, 구충 및 방제 서비스업","소독, 구충 및 방제 서비스업"
74300,"사업시설 관리, 사업 지원 및 임대 서비스업",사업시설 관리 및 조경 서비스업,조경관리 및 유지 서비스업,조경관리 및 유지 서비스업,조경관리 및 유지 서비스업
75911,"사업시설 관리, 사업 지원 및 임대 서비스업",사업 지원 서비스업,기타 사업 지원 서비스업,사무 지원 서비스업,문서 작성업
75992,"사업시설 관리, 사업 지원 및 임대 서비스업",사업 지원 서비스업,기타 사업 지원 서비스업,그 외 기타 사업 지원 서비스업,"전시, 컨벤션 및 행사 대행업"
75912,"사업시설 관리, 사업 지원 및 임대 서비스업",사업 지원 서비스업,기타 사업 지원 서비스업,사무 지원 서비스업,복사업
75993,"사업시설 관리, 사업 지원 및 임대 서비스업",사업 지원 서비스업,기타 사업 지원 서비스업,그 외 기타 사업 지원 서비스업,신용 조사 및 추심 대행업
74100,"사업시설 관리, 사업 지원 및 임대 서비스업",사업시설 관리 및 조경 서비스업,사업시설 유지ㆍ관리 서비스업,사업시설 유지ㆍ관리 서비스업,사업시설 유지ㆍ관리 서비스업
75919,"사업시설 관리, 사업 지원 및 임대 서비스업",사업 지원 서비스업,기타 사업 지원 서비스업,사무 지원 서비스업,기타 사무 지원 서비스업
75991,"사업시설 관리, 사업 지원 및 임대 서비스업",사업 지원 서비스업,기타 사업 지원 서비스업,그 외 기타 사업 지원 서비스업,콜센터 및 텔레마케팅 서비스업
74212,"사업시설 관리, 사업 지원 및 임대 서비스업",사업시설 관리 및 조경 서비스업,건물ㆍ산업설비 청소 및 방제 서비스업,건물 및 산업설비 청소업,"산업설비, 운송장비 및 공공장소 청소업"
75330,"사업시설 관리, 사업 지원 및 임대 서비스업",사업 지원 서비스업,"경비, 경호 및 탐정업",탐정 및 조사 서비스업,탐정 및 조사 서비스업
75991,"사업시설 관리, 사업 지원 및 임대 서비스업",사업지원서비스업,기타 사업지원 서비스업,그 외 기타 사업 지원 서비스업,콜센터 및 텔레마케팅 서비스업
84111,"공공 행정, 국방 및 사회보장 행정","공공 행정, 국방 및 사회보장 행정",입법 및 일반 정부 행정,일반 공공 행정,입법기관
84112,"공공 행정, 국방 및 사회보장 행정","공공 행정, 국방 및 사회보장 행정",입법 및 일반 정부 행정,일반 공공 행정,중앙 최고 집행기관
84113,"공공 행정, 국방 및 사회보장 행정","공공 행정, 국방 및 사회보장 행정",입법 및 일반 정부 행정,일반 공공 행정,지방행정 집행기관
84114,"공공 행정, 국방 및 사회보장 행정","공공 행정, 국방 및 사회보장 행정",입법 및 일반 정부 행정,일반 공공 행정,재정 및 경제정책 행정
84119,"공공 행정, 국방 및 사회보장 행정","공공 행정, 국방 및 사회보장 행정",입법 및 일반 정부 행정,일반 공공 행정,기타 일반 공공 행정
84120,"공공 행정, 국방 및 사회보장 행정","공공 행정, 국방 및 사회보장 행정",입법 및 일반 정부 행정,정부기관 일반 보조 행정,정부기관 일반 보조 행정
84211,"공공 행정, 국방 및 사회보장 행정","공공 행정, 국방 및 사회보장 행정",사회 및 산업정책 행정,사회서비스 관리 행정,교육 행정
84212,"공공 행정, 국방 및 사회보장 행정","공공 행정, 국방 및 사회보장 행정",사회 및 산업정책 행정,사회서비스 관리 행정,문화 및 관광 행정
84213,"공공 행정, 국방 및 사회보장 행정","공공 행정, 국방 및 사회보장 행정",사회 및 산업정책 행정,사회서비스 관리 행정,환경 행정
84214,"공공 행정, 국방 및 사회보장 행정","공공 행정, 국방 및 사회보장 행정",사회 및 산업정책 행정,사회서비스 관리 행정,보건 및 복지 행정
84219,"공공 행정, 국방 및 사회보장 행정","공공 행정, 국방 및 사회보장 행정",사회 및 산업정책 행정,사회서비스 관리 행정,기타 사회서비스 관리 행정
84221,"공공 행정, 국방 및 사회보장 행정","공공 행정, 국방 및 사회보장 행정",사회 및 산업정책 행정,노동 및 산업 진흥 행정,노동 행정
84222,"공공 행정, 국방 및 사회보장 행정","공공 행정, 국방 및 사회보장 행정",사회 및 산업정책 행정,노동 및 산업 진흥 행정,농림수산 행정
84223,"공공 행정, 국방 및 사회보장 행정","공공 행정, 국방 및 사회보장 행정",사회 및 산업정책 행정,노동 및 산업 진흥 행정,건설 및 운송 행정
84224,"공공 행정, 국방 및 사회보장 행정","공공 행정, 국방 및 사회보장 행정",사회 및 산업정책 행정,노동 및 산업 진흥 행정,우편 및 통신 행정
84229,"공공 행정, 국방 및 사회보장 행정","공공 행정, 국방 및 사회보장 행정",사회 및 산업정책 행정,노동 및 산업 진흥 행정,기타 산업 진흥 행정
84310,"공공 행정, 국방 및 사회보장 행정","공공 행정, 국방 및 사회보장 행정",외무 및 국방 행정,외무 행정,외무 행정
84320,"공공 행정, 국방 및 사회보장 행정","공공 행정, 국방 및 사회보장 행정",외무 및 국방 행정,국방 행정,국방 행정
84401,"공공 행정, 국방 및 사회보장 행정","공공 행정, 국방 및 사회보장 행정",사법 및 공공 질서 행정,사법 및 공공 질서 행정,법원
84402,"공공 행정, 국방 및 사회보장 행정","공공 행정, 국방 및 사회보장 행정",사법 및 공공 질서 행정,사법 및 공공 질서 행정,검찰
84403,"공공 행정, 국방 및 사회보장 행정","공공 행정, 국방 및 사회보장 행정",사법 및 공공 질서 행정,사법 및 공공 질서 행정,교도기관
84404,"공공 행정, 국방 및 사회보장 행정","공공 행정, 국방 및 사회보장 행정",사법 및 공공 질서 행정,사법 및 공공 질서 행정,경찰
84405,"공공 행정, 국방 및 사회보장 행정","공공 행정, 국방 및 사회보장 행정",사법 및 공공 질서 행정,사법 및 공공 질서 행정,소방서
84409,"공공 행정, 국방 및 사회보장 행정","공공 행정, 국방 및 사회보장 행정",사법 및 공공 질서 행정,사법 및 공공 질서 행정,기타 사법 및 공공 질서 행정
84500,"공공 행정, 국방 및 사회보장 행정","공공 행정, 국방 및 사회보장 행정",사회보장 행정,사회보장 행정,사회보장 행정
85614,교육 서비스업,교육 서비스업,기타 교육기관,스포츠 및 레크리에이션 교육기관,청소년 수련시설 운영업
85650,교육 서비스업,교육 서비스업,기타 교육기관,직원 훈련기관,직원 훈련기관
85420,교육 서비스업,교육 서비스업,"특수학교, 외국인학교 및 대안학교",외국인학교,외국인학교
85661,교육 서비스업,교육 서비스업,기타 교육기관,기술 및 직업 훈련학원,운전학원
85669,교육 서비스업,교육 서비스업,기타 교육기관,기술 및 직업 훈련학원,기타 기술 및 직업 훈련학원
85613,교육 서비스업,교육 서비스업,기타 교육기관,스포츠 및 레크리에이션 교육기관,레크리에이션 교육기관
85501,교육 서비스업,교육 서비스업,일반 교습학원,일반 교습학원,일반 교과학원
85621,교육 서비스업,교육 서비스업,기타 교육기관,예술학원,음악학원
85622,교육 서비스업,교육 서비스업,기타 교육기관,예술학원,미술학원
85629,교육 서비스업,교육 서비스업,기타 교육기관,예술학원,기타 예술학원
85631,교육 서비스업,교육 서비스업,기타 교육기관,외국어학원 및 기타 교습학원,외국어학원
85691,교육 서비스업,교육 서비스업,기타 교육기관,그 외 기타 교육기관,컴퓨터 학원
85611,교육 서비스업,교육 서비스업,기타 교육기관,스포츠 및 레크리에이션 교육기관,태권도 및 무술 교육기관
85612,교육 서비스업,교육 서비스업,기타 교육기관,스포츠 및 레크리에이션 교육기관,기타 스포츠 교육기관
85503,교육 서비스업,교육 서비스업,일반 교습학원,일반 교습학원,온라인 교육학원
85632,교육 서비스업,교육 서비스업,기타 교육기관,외국어학원 및 기타 교습학원,기타 교습학원
85699,교육 서비스업,교육 서비스업,기타 교육기관,그 외 기타 교육기관,그 외 기타 분류 안된 교육기관
85110,교육 서비스업,교육 서비스업,초등 교육기관,유아 교육기관,유아 교육기관
85120,교육 서비스업,교육 서비스업,초등 교육기관,초등학교,초등학교
85211,교육 서비스업,교육 서비스업,중등 교육기관,일반 중등 교육기관,중학교
85212,교육 서비스업,교육 서비스업,중등 교육기관,일반 중등 교육기관,일반 고등학교
85221,교육 서비스업,교육 서비스업,중등 교육기관,특성화 고등학교,상업 및 정보산업 특성화 고등학교
85222,교육 서비스업,교육 서비스업,중등 교육기관,특성화 고등학교,공업 특성화 고등학교
85229,교육 서비스업,교육 서비스업,중등 교육기관,특성화 고등학교,기타 특성화 고등학교
85301,교육 서비스업,교육 서비스업,고등 교육기관,고등 교육기관,전문대학
85302,교육 서비스업,교육 서비스업,고등 교육기관,고등 교육기관,대학교
85303,교육 서비스업,교육 서비스업,고등 교육기관,고등 교육기관,대학원
85410,교육 서비스업,교육 서비스업,"특수학교, 외국인학교 및 대안학교",특수학교,특수학교
85430,교육 서비스업,교육 서비스업,"특수학교, 외국인학교 및 대안학교",대안학교,대안학교
85640,교육 서비스업,교육 서비스업,"특수학교, 외국인학교 및 대안학교",사회교육시설,사회교육시설
85709,교육 서비스업,교육 서비스업,교육 지원 서비스업,교육 지원 서비스업,기타 교육지원 서비스업
85701,교육 서비스업,교육 서비스업,교육 지원 서비스업,교육 지원 서비스업,교육관련 자문 및 평가업
86105,보건업 및 사회복지 서비스업,보건업,병원,병원,요양병원
86103,보건업 및 사회복지 서비스업,보건업,병원,병원,치과병원
86104,보건업 및 사회복지 서비스업,보건업,병원,병원,한방병원
86101,보건업 및 사회복지 서비스업,보건업,병원,병원,종합병원
86102,보건업 및 사회복지 서비스업,보건업,병원,병원,일반병원
86201,보건업 및 사회복지 서비스업,보건업,의원,의원,일반의원
86204,보건업 및 사회복지 서비스업,보건업,의원,의원,방사선 진단 및 병리 검사 의원
86202,보건업 및 사회복지 서비스업,보건업,의원,의원,치과의원
86203,보건업 및 사회복지 서비스업,보건업,의원,의원,한의원
86909,보건업 및 사회복지 서비스업,보건업,기타 보건업,기타 보건업,그 외 기타 보건업
86902,보건업 및 사회복지 서비스업,보건업,기타 보건업,기타 보건업,유사 의료업
86901,보건업 및 사회복지 서비스업,보건업,기타 보건업,기타 보건업,앰뷸런스 서비스업
86300,보건업 및 사회복지 서비스업,보건업,공중 보건 의료업,공중 보건 의료업,공중 보건 의료업
87111,보건업 및 사회복지 서비스업,사회복지 서비스업,거주 복지시설 운영업,노인 거주 복지시설 운영업,노인 요양 복지시설 운영업
87121,보건업 및 사회복지 서비스업,사회복지 서비스업,거주 복지시설 운영업,심신 장애인 거주 복지시설 운영업,신체 부자유자 거주 복지시설 운영업
87122,보건업 및 사회복지 서비스업,사회복지 서비스업,거주 복지시설 운영업,심신 장애인 거주 복지시설 운영업,"정신 질환, 정신 지체 및 약물 중독자 거주 복지시설 운영업"
87131,보건업 및 사회복지 서비스업,사회복지 서비스업,거주 복지시설 운영업,기타 거주 복지시설 운영업,아동 및 부녀자 거주 복지시설 운영업
87139,보건업 및 사회복지 서비스업,사회복지 서비스업,거주 복지시설 운영업,기타 거주 복지시설 운영업,그 외 기타 거주 복지시설 운영업
87210,보건업 및 사회복지 서비스업,사회복지 서비스업,비거주 복지시설 운영업,보육시설 운영업,보육시설 운영업
87291,보건업 및 사회복지 서비스업,사회복지 서비스업,비거주 복지시설 운영업,기타 비거주 복지 서비스업,직업 재활원 운영업
87292,보건업 및 사회복지 서비스업,사회복지 서비스업,비거주 복지시설 운영업,기타 비거주 복지 서비스업,종합복지관 운영업
87293,보건업 및 사회복지 서비스업,사회복지 서비스업,비거주 복지시설 운영업,기타 비거주 복지 서비스업,방문 복지서비스 제공업
87294,보건업 및 사회복지 서비스업,사회복지 서비스업,비거주 복지시설 운영업,기타 비거주 복지 서비스업,사회복지 상담 서비스 제공업
87299,보건업 및 사회복지 서비스업,사회복지 서비스업,비거주 복지시설 운영업,기타 비거주 복지 서비스업,그 외 기타 비거주 복지 서비스업
87112,보건업 및 사회복지 서비스업,사회복지 서비스업,거주 복지시설 운영업,노인 거주 복지시설 운영업,노인 양로 복지시설 운영업
91241,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업,유원지 및 기타 오락관련 서비스업,사행시설 관리 및 운영업,복권 발행 및 판매업
91139,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업,스포츠 서비스업,기타 스포츠시설 운영업,그 외 기타 스포츠시설 운영업
91293,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업,유원지 및 기타 오락관련 서비스업,그 외 기타 오락관련 서비스업,기원 운영업
90191,"예술, 스포츠 및 여가관련 서비스업","창작, 예술 및 여가관련 서비스업",창작 및 예술관련 서비스업,기타 창작 및 예술관련 서비스업,공연 기획업
90122,"예술, 스포츠 및 여가관련 서비스업","창작, 예술 및 여가관련 서비스업",창작 및 예술관련 서비스업,공연단체,무용 및 음악단체
90121,"예술, 스포츠 및 여가관련 서비스업","창작, 예술 및 여가관련 서비스업",창작 및 예술관련 서비스업,공연단체,연극단체
90192,"예술, 스포츠 및 여가관련 서비스업","창작, 예술 및 여가관련 서비스업",창작 및 예술관련 서비스업,기타 창작 및 예술관련 서비스업,공연 및 제작관련 대리업
90199,"예술, 스포츠 및 여가관련 서비스업","창작, 예술 및 여가관련 서비스업",창작 및 예술관련 서비스업,기타 창작 및 예술관련 서비스업,그 외 기타 창작 및 예술관련 서비스업
90123,"예술, 스포츠 및 여가관련 서비스업","창작, 예술 및 여가관련 서비스업",창작 및 예술관련 서비스업,공연단체,기타 공연단체
90110,"예술, 스포츠 및 여가관련 서비스업","창작, 예술 및 여가관련 서비스업",창작 및 예술관련 서비스업,공연시설 운영업,공연시설 운영업
91210,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업,유원지 및 기타 오락관련 서비스업,유원지 및 테마파크 운영업,유원지 및 테마파크 운영업
91291,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업,유원지 및 기타 오락관련 서비스업,그 외 기타 오락관련 서비스업,무도장 운영업
90212,"예술, 스포츠 및 여가관련 서비스업","창작, 예술 및 여가관련 서비스업","도서관, 사적지 및 유사 여가관련 서비스업","도서관, 기록 보존소 및 독서실 운영업",독서실 운영업
90211,"예술, 스포츠 및 여가관련 서비스업","창작, 예술 및 여가관련 서비스업","도서관, 사적지 및 유사 여가관련 서비스업","도서관, 기록 보존소 및 독서실 운영업",도서관 및 기록 보존소 운영업
90221,"예술, 스포츠 및 여가관련 서비스업","창작, 예술 및 여가관련 서비스업","도서관, 사적지 및 유사 여가관련 서비스업",박물관 및 사적지 관리 운영업,박물관 운영업
