표준산업분류,대분류,중분류,소분류,세분류,세세분류
90222,"예술, 스포츠 및 여가관련 서비스업","창작, 예술 및 여가관련 서비스업","도서관, 사적지 및 유사 여가관련 서비스업",박물관 및 사적지 관리 운영업,사적지 관리 운영업
90231,"예술, 스포츠 및 여가관련 서비스업","창작, 예술 및 여가관련 서비스업","도서관, 사적지 및 유사 여가관련 서비스업","식물원, 동물원 및 자연공원 운영업",식물원 및 동물원 운영업
90290,"예술, 스포츠 및 여가관련 서비스업","창작, 예술 및 여가관련 서비스업","도서관, 사적지 및 유사 여가관련 서비스업",기타 유사 여가관련 서비스업,기타 유사 여가관련 서비스업
91199,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업,스포츠 서비스업,기타 스포츠 서비스업,그 외 기타 스포츠 서비스업
91191,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업,스포츠 서비스업,기타 스포츠 서비스업,스포츠 클럽 운영업
91111,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업,스포츠 서비스업,경기장 운영업,실내 경기장 운영업
91112,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업,스포츠 서비스업,경기장 운영업,실외 경기장 운영업
91113,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업,스포츠 서비스업,경기장 운영업,경주장 및 동물 경기장 운영업
91134,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업,스포츠 서비스업,기타 스포츠시설 운영업,볼링장 운영업
91121,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업,스포츠 서비스업,골프장 및 스키장 운영업,골프장 운영업
91122,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업,스포츠 서비스업,골프장 및 스키장 운영업,스키장 운영업
91132,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업,스포츠 서비스업,기타 스포츠시설 운영업,체력 단련시설 운영업
91136,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업,스포츠 서비스업,기타 스포츠시설 운영업,골프 연습장 운영업
91135,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업,스포츠 서비스업,기타 스포츠시설 운영업,당구장 운영업
91133,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업,스포츠 서비스업,기타 스포츠시설 운영업,수영장 운영업
91131,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업,스포츠 서비스업,기타 스포츠시설 운영업,종합 스포츠시설 운영업
91229,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업,유원지 및 기타 오락관련 서비스업,오락장 운영업,기타 오락장 운영업
91223,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업,유원지 및 기타 오락관련 서비스업,오락장 운영업,노래 연습장 운영업
90232,"예술, 스포츠 및 여가관련 서비스업","창작, 예술 및 여가관련 서비스업","도서관, 사적지 및 유사 여가관련 서비스업","식물원, 동물원 및 자연공원 운영업",자연공원 운영업
91221,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업,유원지 및 기타 오락관련 서비스업,오락장 운영업,전자 게임장 운영업
91222,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업,유원지 및 기타 오락관련 서비스업,오락장 운영업,컴퓨터 게임방 운영업
91299,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업,유원지 및 기타 오락관련 서비스업,그 외 기타 오락관련 서비스업,그 외 기타 분류 안된 오락관련 서비스업
91231,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업,유원지 및 기타 오락관련 서비스업,수상오락 서비스업,낚시장 운영업
91239,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업,유원지 및 기타 오락관련 서비스업,수상오락 서비스업,기타 수상오락 서비스업
91292,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업,유원지 및 기타 오락관련 서비스업,그 외 기타 오락관련 서비스업,체육 공원 및 유사 공원 운영업
91249,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업,유원지 및 기타 오락관련 서비스업,사행시설 관리 및 운영업,기타 사행시설 관리 및 운영업
96922,"협회 및 단체, 수리 및 기타 개인 서비스업",기타 개인 서비스업,그 외 기타 개인 서비스업,장례식장 및 관련 서비스업,"화장터 운영, 묘지 분양 및 관리업"
95110,"협회 및 단체, 수리 및 기타 개인 서비스업",개인 및 소비용품 수리업,컴퓨터 및 통신장비 수리업,컴퓨터 및 주변 기기 수리업,컴퓨터 및 주변 기기 수리업
96999,"협회 및 단체, 수리 및 기타 개인 서비스업",기타 개인 서비스업,그 외 기타 개인 서비스업,그 외 기타 분류 안된 개인 서비스업,그 외 기타 달리 분류되지 않은 개인 서비스업
95399,"협회 및 단체, 수리 및 기타 개인 서비스업",개인 및 소비용품 수리업,개인 및 가정용품 수리업,기타 개인 및 가정용품 수리업,그 외 기타 개인 및 가정용품 수리업
95310,"협회 및 단체, 수리 및 기타 개인 서비스업",개인 및 소비용품 수리업,개인 및 가정용품 수리업,가전제품 수리업,가전제품 수리업
95391,"협회 및 단체, 수리 및 기타 개인 서비스업",개인 및 소비용품 수리업,개인 및 가정용품 수리업,기타 개인 및 가정용품 수리업,의복 및 기타 가정용 직물제품 수리업
95120,"협회 및 단체, 수리 및 기타 개인 서비스업",개인 및 소비용품 수리업,컴퓨터 및 통신장비 수리업,통신장비 수리업,통신장비 수리업
95392,"협회 및 단체, 수리 및 기타 개인 서비스업",개인 및 소비용품 수리업,개인 및 가정용품 수리업,기타 개인 및 가정용품 수리업,"가죽, 가방 및 신발 수리업"
95393,"협회 및 단체, 수리 및 기타 개인 서비스업",개인 및 소비용품 수리업,개인 및 가정용품 수리업,기타 개인 및 가정용품 수리업,"시계, 귀금속 및 악기 수리업"
95211,"협회 및 단체, 수리 및 기타 개인 서비스업",개인 및 소비용품 수리업,자동차 및 모터사이클 수리업,자동차 수리 및 세차업,자동차 종합 수리업
95212,"협회 및 단체, 수리 및 기타 개인 서비스업",개인 및 소비용품 수리업,자동차 및 모터사이클 수리업,자동차 수리 및 세차업,자동차 전문 수리업
95213,"협회 및 단체, 수리 및 기타 개인 서비스업",개인 및 소비용품 수리업,자동차 및 모터사이클 수리업,자동차 수리 및 세차업,자동차 세차업
95220,"협회 및 단체, 수리 및 기타 개인 서비스업",개인 및 소비용품 수리업,자동차 및 모터사이클 수리업,모터사이클 수리업,모터사이클 수리업
96912,"협회 및 단체, 수리 및 기타 개인 서비스업",기타 개인 서비스업,그 외 기타 개인 서비스업,세탁업,가정용 세탁업
96911,"협회 및 단체, 수리 및 기타 개인 서비스업",기타 개인 서비스업,그 외 기타 개인 서비스업,세탁업,산업용 세탁업
96913,"협회 및 단체, 수리 및 기타 개인 서비스업",기타 개인 서비스업,그 외 기타 개인 서비스업,세탁업,세탁물 공급업
96111,"협회 및 단체, 수리 및 기타 개인 서비스업",기타 개인 서비스업,"미용, 욕탕 및 유사 서비스업",이용 및 미용업,이용업
96112,"협회 및 단체, 수리 및 기타 개인 서비스업",기타 개인 서비스업,"미용, 욕탕 및 유사 서비스업",이용 및 미용업,두발 미용업
96113,"협회 및 단체, 수리 및 기타 개인 서비스업",기타 개인 서비스업,"미용, 욕탕 및 유사 서비스업",이용 및 미용업,피부 미용업
96119,"협회 및 단체, 수리 및 기타 개인 서비스업",기타 개인 서비스업,"미용, 욕탕 및 유사 서비스업",이용 및 미용업,기타 미용업
96122,"협회 및 단체, 수리 및 기타 개인 서비스업",기타 개인 서비스업,"미용, 욕탕 및 유사 서비스업","욕탕, 마사지 및 기타 신체 관리 서비스업",마사지업
96129,"협회 및 단체, 수리 및 기타 개인 서비스업",기타 개인 서비스업,"미용, 욕탕 및 유사 서비스업","욕탕, 마사지 및 기타 신체 관리 서비스업",체형 등 기타 신체 관리 서비스업
96921,"협회 및 단체, 수리 및 기타 개인 서비스업",기타 개인 서비스업,그 외 기타 개인 서비스업,장례식장 및 관련 서비스업,장례식장 및 장의관련 서비스업
96991,"협회 및 단체, 수리 및 기타 개인 서비스업",기타 개인 서비스업,그 외 기타 개인 서비스업,그 외 기타 분류 안된 개인 서비스업,예식장업
96121,"협회 및 단체, 수리 및 기타 개인 서비스업",기타 개인 서비스업,"미용, 욕탕 및 유사 서비스업","욕탕, 마사지 및 기타 신체 관리 서비스업",욕탕업
96992,"협회 및 단체, 수리 및 기타 개인 서비스업",기타 개인 서비스업,그 외 기타 개인 서비스업,그 외 기타 분류 안된 개인 서비스업,점술 및 유사 서비스업
96994,"협회 및 단체, 수리 및 기타 개인 서비스업",기타 개인 서비스업,그 외 기타 개인 서비스업,그 외 기타 분류 안된 개인 서비스업,결혼 상담 및 준비 서비스업
96993,"협회 및 단체, 수리 및 기타 개인 서비스업",기타 개인 서비스업,그 외 기타 개인 서비스업,그 외 기타 분류 안된 개인 서비스업,개인 간병 및 유사 서비스업
96995,"협회 및 단체, 수리 및 기타 개인 서비스업",기타 개인 서비스업,그 외 기타 개인 서비스업,그 외 기타 분류 안된 개인 서비스업,애완 동물 장묘 및 보호 서비스업
94110,"협회 및 단체, 수리 및 기타 개인 서비스업",협회 및 단체,산업 및 전문가 단체,산업 단체,산업 단체
94120,"협회 및 단체, 수리 및 기타 개인 서비스업",협회 및 단체,산업 및 전문가 단체,전문가 단체,전문가 단체
94200,"협회 및 단체, 수리 및 기타 개인 서비스업",협회 및 단체,노동조합,노동조합,노동조합
94911,"협회 및 단체, 수리 및 기타 개인 서비스업",협회 및 단체,기타 협회 및 단체,종교 단체,불교 단체
94912,"협회 및 단체, 수리 및 기타 개인 서비스업",협회 및 단체,기타 협회 및 단체,종교 단체,기독교 단체
94913,"협회 및 단체, 수리 및 기타 개인 서비스업",협회 및 단체,기타 협회 및 단체,종교 단체,천주교 단체
94914,"협회 및 단체, 수리 및 기타 개인 서비스업",협회 및 단체,기타 협회 및 단체,종교 단체,민족 종교 단체
94919,"협회 및 단체, 수리 및 기타 개인 서비스업",협회 및 단체,기타 협회 및 단체,종교 단체,기타 종교 단체
94920,"협회 및 단체, 수리 및 기타 개인 서비스업",협회 및 단체,기타 협회 및 단체,정치 단체,정치 단체
